"Behoerde","Delikt","Monat","bekanntgewordeneFaelle","davonVersuche","Aufklaerungsquote","longitude","latitude"
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",47,5,82.98,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",44,5,70.45,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",46,4,86.96,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",50,8,82,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",25,2,80,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",30,4,63.33,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",47,5,72.34,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",51,9,72.55,7.1978546,51.6143815
"Recklinghausen","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",35,5,74.29,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Oktober 2019",70,4,5.71,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","September 2019",75,NA,0,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","August 2019",86,1,0,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Juli 2019",142,1,0.7,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Juni 2019",67,NA,1.49,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Mai 2019",89,4,3.37,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","April 2019",90,NA,3.33,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","März 2019",57,NA,1.75,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Februar 2019",87,1,4.6,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Januar 2019",80,1,2.5,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Dezember 2018",95,1,4.21,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","November 2018",106,4,4.72,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Oktober 2018",97,2,4.12,7.1978546,51.6143815
"Recklinghausen","Taschendiebstahl","Oktober 2014",106,NA,1.89,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Oktober 2019",194,2,9.28,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","September 2019",214,12,7.01,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","August 2019",270,6,7.41,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Juli 2019",273,7,4.4,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Juni 2019",221,5,4.07,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Mai 2019",204,3,7.84,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","April 2019",194,2,3.61,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","März 2019",183,5,6.56,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Februar 2019",154,4,6.49,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Januar 2019",137,NA,6.57,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Dezember 2018",144,4,25,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","November 2018",222,2,6.31,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Oktober 2018",211,5,8.53,7.1978546,51.6143815
"Recklinghausen","Diebstahl von Fahrrädern","Oktober 2014",378,8,105.03,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Oktober 2019",161,31,73.91,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","September 2019",145,20,73.79,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","August 2019",133,18,77.44,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Juli 2019",231,28,83.55,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Juni 2019",151,25,83.44,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Mai 2019",169,27,84.02,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","April 2019",112,14,78.57,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","März 2019",165,32,79.39,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Februar 2019",189,35,82.01,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Januar 2019",98,11,71.43,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Dezember 2018",106,15,66.98,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","November 2018",172,32,74.42,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Oktober 2018",164,36,75.61,7.1978546,51.6143815
"Recklinghausen","Gewaltkriminalität","Oktober 2014",162,27,74.69,7.1978546,51.6143815
"Wuppertal","Einbruchdelikte","Oktober 2019",180,71,13.89,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","September 2019",168,60,8.33,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","August 2019",187,85,8.56,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Juli 2019",213,75,10.8,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Juni 2019",145,56,12.41,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Mai 2019",317,160,4.73,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","April 2019",233,103,6.87,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","März 2019",232,90,7.33,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Februar 2019",331,129,9.67,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Januar 2019",309,123,4.53,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Dezember 2018",236,92,11.44,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","November 2018",250,104,8,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Oktober 2018",260,100,5,7.1780374,51.264018
"Wuppertal","Einbruchdelikte","Oktober 2014",235,87,8.09,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Oktober 2019",24,13,50,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","September 2019",27,13,11.11,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","August 2019",47,25,17.02,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Juli 2019",48,23,22.92,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Juni 2019",40,16,27.5,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Mai 2019",59,36,11.86,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","April 2019",51,23,11.76,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","März 2019",45,19,8.89,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Februar 2019",71,28,12.68,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Januar 2019",75,31,8,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Dezember 2018",108,44,12.04,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","November 2018",65,32,9.23,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Oktober 2018",74,36,8.11,7.1780374,51.264018
"Wuppertal","Wohnungseinbruchdiebstahl","Oktober 2014",102,38,12.75,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Oktober 2019",11,5,45.45,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","September 2019",5,4,0,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","August 2019",18,10,27.78,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Juli 2019",24,7,20.83,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Juni 2019",12,6,33.33,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Mai 2019",25,14,12,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","April 2019",19,6,5.26,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","März 2019",20,6,15,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Februar 2019",27,10,11.11,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Januar 2019",30,14,6.67,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Dezember 2018",52,20,5.77,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","November 2018",32,14,6.25,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Oktober 2018",27,15,7.41,7.1780374,51.264018
"Wuppertal","Tageswohnungs-einbruchdiebstahl","Oktober 2014",42,16,14.29,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Oktober 2019",801,56,15.86,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","September 2019",731,49,16.69,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","August 2019",770,49,15.84,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Juli 2019",994,57,16.7,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Juni 2019",689,38,14.22,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Mai 2019",786,33,14.25,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","April 2019",769,46,15.08,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","März 2019",742,57,14.96,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Februar 2019",980,81,12.55,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Januar 2019",1140,76,10.35,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Dezember 2018",561,36,16.4,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","November 2018",1137,71,16.89,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Oktober 2018",1055,69,15.55,7.1780374,51.264018
"Wuppertal","Delikte der Straßenkriminalität","Oktober 2014",1004,59,15.94,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",10,1,50,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",7,2,85.71,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",10,2,80,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",9,1,100,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",14,1,71.43,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",9,NA,77.78,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",10,3,60,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",9,1,100,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",10,1,90,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",6,NA,83.33,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",13,2,69.23,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",12,2,91.67,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2018",8,1,87.5,7.1780374,51.264018
"Wuppertal","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2014",10,NA,100,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2019",9,1,44.44,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","September 2019",13,4,46.15,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","August 2019",14,1,28.57,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juli 2019",22,5,63.64,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Juni 2019",10,NA,10,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Mai 2019",13,1,46.15,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","April 2019",12,1,50,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","März 2019",9,4,44.44,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Februar 2019",11,3,36.36,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Januar 2019",23,2,26.09,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Dezember 2018",9,2,33.33,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","November 2018",20,8,45,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2018",12,3,66.67,7.1780374,51.264018
"Wuppertal","Raubüberfälle auf Straßen, Wegen oder Plätzen","Oktober 2014",32,5,21.88,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2019",24,4,75,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","September 2019",44,8,75,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","August 2019",57,6,66.67,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juli 2019",57,6,68.42,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Juni 2019",37,3,75.68,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Mai 2019",43,3,65.12,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","April 2019",33,6,78.79,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","März 2019",42,6,71.43,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Februar 2019",48,8,72.92,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Januar 2019",45,5,68.89,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Dezember 2018",41,6,70.73,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","November 2018",56,5,64.29,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2018",42,6,69.05,7.1780374,51.264018
"Wuppertal","Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen","Oktober 2014",56,9,82.14,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Oktober 2019",172,NA,1.74,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","September 2019",102,1,0,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","August 2019",116,2,3.45,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Juli 2019",137,1,4.38,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Juni 2019",101,2,4.95,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Mai 2019",115,1,0.87,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","April 2019",118,NA,0,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","März 2019",123,NA,2.44,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Februar 2019",116,2,3.45,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Januar 2019",167,1,1.2,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Dezember 2018",105,NA,4.76,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","November 2018",153,2,1.96,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Oktober 2018",152,1,2.63,7.1780374,51.264018
"Wuppertal","Taschendiebstahl","Oktober 2014",211,NA,1.42,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Oktober 2019",50,1,10,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","September 2019",53,2,16.98,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","August 2019",40,1,2.5,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Juli 2019",81,3,4.94,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Juni 2019",51,1,5.88,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Mai 2019",71,3,11.27,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","April 2019",37,5,8.11,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","März 2019",39,1,5.13,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Februar 2019",19,2,0,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Januar 2019",35,2,0,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Dezember 2018",43,3,6.98,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","November 2018",62,1,8.06,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Oktober 2018",107,1,8.41,7.1780374,51.264018
"Wuppertal","Diebstahl von Fahrrädern","Oktober 2014",53,1,7.55,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Oktober 2019",130,18,75.38,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","September 2019",150,30,79.33,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","August 2019",173,30,71.1,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Juli 2019",198,37,76.77,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Juni 2019",157,22,76.43,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Mai 2019",139,23,68.35,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","April 2019",139,22,76.98,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","März 2019",154,26,79.22,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Februar 2019",180,34,74.44,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Januar 2019",172,25,67.44,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Dezember 2018",141,26,76.6,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","November 2018",188,30,74.47,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Oktober 2018",179,35,80.45,7.1780374,51.264018
"Wuppertal","Gewaltkriminalität","Oktober 2014",160,28,74.38,7.1780374,51.264018
"Borken","Einbruchdelikte","Oktober 2019",131,57,35.11,6.8582247,51.8443183
"Borken","Einbruchdelikte","September 2019",66,31,31.82,6.8582247,51.8443183
"Borken","Einbruchdelikte","August 2019",104,37,39.42,6.8582247,51.8443183
"Borken","Einbruchdelikte","Juli 2019",81,35,12.35,6.8582247,51.8443183
"Borken","Einbruchdelikte","Juni 2019",54,19,20.37,6.8582247,51.8443183
"Borken","Einbruchdelikte","Mai 2019",108,54,9.26,6.8582247,51.8443183
"Borken","Einbruchdelikte","April 2019",102,46,19.61,6.8582247,51.8443183
"Borken","Einbruchdelikte","März 2019",94,39,17.02,6.8582247,51.8443183
"Borken","Einbruchdelikte","Februar 2019",139,86,22.3,6.8582247,51.8443183
"Borken","Einbruchdelikte","Januar 2019",129,45,8.53,6.8582247,51.8443183
"Borken","Einbruchdelikte","Dezember 2018",73,30,12.33,6.8582247,51.8443183
"Borken","Einbruchdelikte","November 2018",109,51,12.84,6.8582247,51.8443183
"Borken","Einbruchdelikte","Oktober 2018",128,68,16.41,6.8582247,51.8443183
"Borken","Einbruchdelikte","Oktober 2014",95,34,9.47,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Oktober 2019",23,12,34.78,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","September 2019",24,11,66.67,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","August 2019",50,18,68,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Juli 2019",26,13,15.38,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Juni 2019",14,6,35.71,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Mai 2019",35,19,14.29,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","April 2019",30,12,23.33,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","März 2019",26,10,23.08,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Februar 2019",40,21,5,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Januar 2019",31,11,3.23,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Dezember 2018",28,14,7.14,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","November 2018",34,16,11.76,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Oktober 2018",36,18,8.33,6.8582247,51.8443183
"Borken","Wohnungseinbruchdiebstahl","Oktober 2014",30,13,16.67,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Oktober 2019",9,5,44.44,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","September 2019",6,3,66.67,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","August 2019",12,1,58.33,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Juli 2019",8,2,25,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Juni 2019",1,NA,100,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Mai 2019",7,2,0,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","April 2019",7,NA,14.29,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","März 2019",16,4,12.5,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Februar 2019",22,12,9.09,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Januar 2019",13,4,7.69,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Dezember 2018",10,4,10,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","November 2018",11,4,27.27,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Oktober 2018",8,2,12.5,6.8582247,51.8443183
"Borken","Tageswohnungs-einbruchdiebstahl","Oktober 2014",10,6,0,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Oktober 2019",579,11,14.51,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","September 2019",409,14,18.09,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","August 2019",464,28,14.22,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Juli 2019",643,29,11.66,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Juni 2019",517,13,15.67,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Mai 2019",514,23,17.12,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","April 2019",641,15,11.86,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","März 2019",623,13,8.03,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Februar 2019",511,13,11.15,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Januar 2019",425,13,16,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Dezember 2018",567,11,9.7,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","November 2018",546,20,12.82,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Oktober 2018",612,19,13.56,6.8582247,51.8443183
"Borken","Delikte der Straßenkriminalität","Oktober 2014",781,19,13.7,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Oktober 2019",4,NA,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","September 2019",1,NA,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","August 2019",6,NA,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juli 2019",8,NA,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Juni 2019",2,NA,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Mai 2019",6,2,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","April 2019",2,NA,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","März 2019",8,1,75,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Februar 2019",5,1,80,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Januar 2019",NA,NA,0,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","Dezember 2018",9,NA,100,6.8582247,51.8443183
"Borken","Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge)","November 2018",6,NA,100,6.8582247,51.8443183
